4,26,iphone app,CocoSavanna,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.
4,33,visa,DreambigRadio,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!"
4,34,fredwilson,andrewwatson,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson)
4,35,fredwilson,fredwilson,In montreal for a long weekend of R&amp;R. Much needed.
4,46,booz allen,JoeSchueller,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv
4,47,booz allen,scottabel,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP
4,49,40d,JustMe_D,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake."
2,50,40d,hiteshbagai,need suggestions for a good IR filter for my canon 40D ... got some? pls DM
2,117,google,Annimallover,@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv
4,118,google,J_Holl,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT."
0,119,google,vamsmack,Played with an android google phone. The slide out screen scares me I would break that er so fast. Still prefer my iPhone.
0,120,aig,schroncd,US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders
0,121,itchy,MarissaLeeD,omg so bored &amp; my tattoooos are so itchy!!  help! aha =)
0,122,itchy,robloposky,I'm itchy and miserable!
0,123,itchy,EdwinLValencia,"@sekseemess no. I'm not itchy for now. Maybe later, lol."
4,124,stanford,imusicmash,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR
4,125,lyx,drewloewe,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane."
4,131,Danny Gokey,VickyTigger,"I'm listening to P.Y.T by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)"
4,132,sleep,babblyabbie,is going to sleep then on a bike ride:]
0,133,sleep,kisjoaquin,cant sleep... my tooth is aching.
0,134,sleep,Whacktackular,"Blah, blah, blah same old same old. No plans today, going back to sleep I guess."
0,135,san francisco,Adrigonzo,"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf"
2,136,san francisco,sulu34,is in San Francisco at Bay to Breakers.
2,137,san francisco,schuyler,just landed at San Francisco
2,138,san francisco,MattBragoni,San Francisco today.  Any suggestions?
0,139,aig,KennyTRoland,?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg
0,140,aig,aMild,started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?
0,141,aig,Trazor1,ShaunWoo hate'n on AiG
4,142,star trek,mimknits,@YarnThing you will not regret going to see Star Trek. It was AWESOME!
2,143,star trek,GeeRen,On my way to see Star Trek @ The Esquire.
2,144,star trek,checkyesjess,Going to see star trek soon with my dad.
0,145,Malcolm Gladwell,renano,annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.
2,146,Malcolm Gladwell,kottkedotorg,Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50
4,147,Malcolm Gladwell,davidm89,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell
4,148,Malcolm Gladwell,livreal,Blink by malcolm gladwell amazing book and The tipping point!
4,149,Malcolm Gladwell,mikearosso,Malcolm Gladwell might be my new man crush
0,150,espn,wendy93639,omg. The commercials alone on ESPN are going to drive me nuts.
4,151,twitter api,ClayFranklin,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.
2,152,twitter api,cURLTesting,playing with cURL and the Twitter API
4,153,twitter api,ringerdrop,Hello Twitter API ;)
2,154,twitter api,danserfaty,playing with Java and the Twitter API
0,155,twitter api,raykolbe,@morind45 Because the twitter api is slow and most client's aren't good.
0,156,yahoo,CarolineVilas,yahoo answers can be a butt sometimes
4,157,scrapbooking,rachelbegins,is scrapbooking with Nic =D
4,172,wolfram alpha,leedscentlib,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR
4,173,nike,sportsgirl505,just changed my default pic to a Nike basketball cause bball is awesome!!!!!
2,174,nike,MatrixSystems,"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding"
2,175,nike,cadburysgirl,"'Next time, I'll call myself Nike'"
2,176,nike,AddictedToFresh,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT
0,177,nike,coreysmbpro,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(
4,178,nike,PRolivia,Back when I worked for Nike we had one fav word : JUST DO IT! :)
4,179,nike,ErrantDreams,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9"
2,192,weka,nikete,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given."
2,194,50d,bigdigit,"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t"
4,195,50d,justinbettman,Class... The 50d is supposed to come today :)
0,196,lambda calculus,read0,needs someone to explain lambda calculus to him! :(
0,197,lambda calculus,BAK3R,Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.
4,198,east palo alto,SLICKSPIT,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......
0,199,east palo alto,ckwright,"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer."
4,204,stanford,souleaterjh,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!
2,205,stanford,susangao,"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9"
2,206,stanford,jimmy_chan2009,New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo
4,207,lakers,a_fio,@ work til 6pm... lets go lakers!!!
0,208,north korea,luvslikepi,Damn you North Korea. http://bit.ly/KtMeQ
0,209,north korea,utsagrad123,Can we just go ahead and blow North Korea off the map already?
0,210,north korea,stabotage,"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl"
0,211,pelosi,zed01,Why the hell is Pelosi in freakin China? and on whose dime?
0,212,bailout,funky_old_man,Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where bailout means taking a handout!
0,213,insects,malcozer,insects have infected my spinach plant :(
0,214,insects,AntoineTheReaL,wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects
0,215,insects,jonwolpert,"just got back from church, and I totally hate insects."
0,216,mcdonalds,jachshore,Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it
4,217,mcdonalds,MamiYessi,omgg i ohhdee want mcdonalds damn i wonder if its open lol =]
0,218,exam,jvici0us,History exam studying ugh
0,219,exam,enriquenieto,"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good..."
0,220,exam,Drummermatt_182,"Higher physics exam tommorow, not lookin forward to it much :("
0,222,exam,filmcriticbeta,"It's a bank holiday, yet I'm only out of work now. Exam season sucks:("
0,223,cheney,lvlocal,Cheney and Bush are the real culprits - http://fwix.com/article/939496
0,224,cheney,QCWofNC,Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ
0,225,cheney,jepaco,"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg"
0,226,republican,ImportantQuotes,"The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump. -- Neal Boortz (just now, on the radio)"
0,227,twitter api,fwhamm,is Twitter's connections API broken? Some tweets didn't make it to Twitter...
0,228,twitter api,jos897,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :("
4,233,jquery book,jystewart,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too"
2,234,jquery book,cfbloggers,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631
4,235,goodby silverstein,CaerusMe,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT"
4,236,goodby silverstein,HallandPartners,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!
4,237,goodby silverstein,suedecrush,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*"
4,238,goodby silverstein,_imageworks,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!
4,239,wieden,dustinrowley,top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9
4,251,g2,xzela,zomg!!! I have a G2!!!!!!!
4,252,g2,mobiledreams,Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl
4,253,g2,crashfaster,just got a free G2 android at google i/o!!!
4,254,g2,dragonal,Guess I'll be retiring my G1 and start using my developer G2 woot #googleio
2,255,googleio,mastooo,At GWT fireside chat @googleio
4,256,googleio,maex242,I am happy for Philip being at GoogleIO today
4,317,lakers,specs20,Lakers played great!  Cannot wait for Thursday night Lakers vs. ???
2,328,viral marketing,BrandKarma,"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8"
4,329,viral marketing,mattcad,Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK
2,330,viral marketing,grahamgrimshaw,"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz"
0,331,viral marketing,nicoleisms,VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!
4,388,night at the museum,Cristinellaa,watching Night at The Museum . Lmao
4,389,night at the museum,MzJill,i loved night at the museum!!!
2,390,night at the museum,Lynn_Sky,going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin
4,391,night at the museum,bobster56,just got back from the movies.  went to see the new night at the museum with rachel.  it was good
2,392,night at the museum,jordanforeman,Just saw the new Night at the Museum movie...it was...okay...lol 7\10
2,393,night at the museum,britree,Going to see night at the museum 2 with tall boy
4,394,night at the museum,jellz,@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good
4,395,night at the museum,droherty,no watching The Night At The Museum. Getting Really Good
4,396,night at the museum,sarahbrooke,"Night at the Museum, Wolverine and junk food - perfect monday!"
4,397,night at the museum,jeremyempire,saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!
2,398,night at the museum,MirandaClues,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.
2,399,night at the museum,RGuad08,Taking Katie to see Night at the Museum.  (she picked it)
0,400,night at the museum,xshallsx,Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL
2,401,gm,EconomyUpdates,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv
0,402,gm,mshbrown,It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable
0,403,gm,misschris62,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.
0,404,gm,artbynemo,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha
0,405,time warner,windhamgirl,Time Warner cable is down again 3rd time since Memorial Day bummer!
0,406,time warner,mmmPi,"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection."
0,407,time warner,NDEddieMac,NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner
0,409,time warner,Shazzainla,time warner has the worse customer service ever. I will never use them again
0,410,time warner,dstalk,Time warner is the devil. Worst possible time for the Internet to go out.
0,411,time warner,ernestalfonso, no internet damn time warner!
0,412,time warner,kaaatiee,time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.
0,413,time warner,JasonNegron,I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.
0,414,time warner,elphabablue,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)
0,415,time warner,gabe_rp,Time Warner's HD line up is crap.
0,416,time warner,JoeyCircles,is being ed by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!
2,417,time warner,ScooPost,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)
0,418,time warner,adamjleach,Time Warner Cable slogan: Where calling it a day at 2pm Happens.
2,419,china,HYPHYROCKSTAR,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3"
2,420,china,BreakingBizNews,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n"
2,421,china,myfoxdc,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba
2,422,china,drlombardo,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv"
2,423,gm,sinostream,http://xi.gs/04FO GM CEO: China will continue to be key partner
2,424,gm,hammerauto,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu
0,425,surgery,scoralli,Recovering from surgery..wishing @julesrenner was here :(
4,426,dentist,sardonnica,"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!"
2,427,dentist,BChasnov,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
0,428,dentist,LILJIZZEL,"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!"
0,429,dentist,giz2000,@kirstiealley my dentist is great but she's expensive...=(
2,430,dentist,cmonaussiecmon,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml
4,431,dentist,sorayabouby,is studing math ;) tomorrow exam and dentist :)
0,432,dentist,jeffreymodest,my dentist was wrong... WRONG
0,433,dentist,yowneh,Going to the dentist later.:|
0,434,dentist,CWilliams_Rltr,Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?
2,435,baseball,SimpleManJess,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx
2,436,baseball,H3LLGWAR,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR
2,437,baseball,LouisvilleGrads,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.
2,438,sony,SwainFamily,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796
2,439,safeway,neeeelia,waiting in line at safeway.
0,440,safeway,ryanlipert,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?
2,441,safeway,evan,Did not realize there is a gym above Safeway!
2,442,safeway,ronjon,"@XPhile1908 I have three words for you: ""Safeway dot com"""
4,443,safeway,missleigh,Safeway is very rock n roll tonight
2,444,safeway,SharkKMV,Bout to hit safeway I gotta eat
2,445,safeway,bosZmom,Jake's going to safeway!
2,446,safeway,penlynwilson,Found a safeway. Picking up a few staples.
2,447,safeway,mobileadgirl,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w
0,448,safeway,phantomzangel,The safeway bathroom still smells like ass!
0,449,safeway,BreezB,"At safeway on elkhorn, they move like they're dead!"
2,451,eating,nonstopdiets,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O
2,452,eating,janelleshanks,Is Eating and Watching Movies....
2,456,eating,hanaho,eating sashimi
2,457,eating,Fiel,is eating  home made yema
2,458,eating,aaindefenzo,eating cake
4,531,nike,CrownRoyal8,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.
0,532,nike,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
2,533,nike,ngngfrancis,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc
4,534,nike,mikelongden,is lovin his Nike  already and that's only from running on the spot in his bedroom
2,556,jquery,imgsearch,Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp
4,557,jquery,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.
2,558,jquery,marcroberts,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/
2,559,jquery,jacobrothstein,I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb
2,560,jquery,bedroomation,@anna_debenham what was the php jquery hack?
2,561,jquery,vmkobs,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/
2,562,jquery,NewTechBooks,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5
4,563,warren buffet,adthomas3,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style."
4,564,warren buffet,Alfred04654,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet"
2,565,warren buffet,LovelyMiska,Warren Buffet on the economy http://ping.fm/Lau0p
4,566,warren buffet,adamgilmer,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune"
4,567,notre dame school,PatfaceCatface,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*"
2,568,notre dame school,MY_NBA_PLAYOFFS,All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA
4,569,kindle2,rachaelbender,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2
2,570,kindle2,aqrinc,"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ..."
0,571,time warner,davepurcell,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.
0,572,time warner,MarleyLuv26,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!
0,573,time warner,acomicbookgirl,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)
0,574,time warner,MichelleEReagan,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.
0,575,time warner,jpaje11,"wth..i have never seen a line this loooong at time warner before, ugh."
0,576,time warner,JessSlevin,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon
2,577,federer,jworthington,Man accosts Roger Federer during French Open http://ff.im/3HCPT
0,578,naive bayes,R0B3rt2,Naive Bayes using EM for Text Classification. Really Frustrating...
4,585,stanford,TammyT,We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.
2,586,stanford,elliottng,Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme
2,587,stanford,Shibuki_kun,"I'm going to bed. It was a successful weekend. Stanford, here I come."
0,588,car warranty call,painhatelove,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags"
0,589,car warranty call,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
0,594,at&t,jamesmakeseyes,#at&amp;t is complete fail.
0,595,at&t,mikeyil,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU
0,596,at&t,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
0,597,at&t,wiiskey,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)"
0,598,at&t,brkd,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299
0,599,at&t,jesusmbaez,Safari 4 is fast :) Even on my shitty AT&amp;T tethering.
0,601,at&t,matthewphewes,@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!
0,602,at&t,chelseabot,"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T."
2,603,wave sandbox,girgely,Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc
0,613,bing,StrategisAdv,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8"
0,614,summize,fabulousaura,"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye"
2,626,google,drylight,@mattcutts have google profiles stopped showing up in searches? cant see them anymore
4,627,google,ManiKarthik,@ArunBasilLal I love Google Translator too ! :D Good day mate !
4,1002,kindle2,jhall515,reading on my new Kindle2!
4,1003,kindle2,HappyWino,My Kindle2 came and I LOVE it! :)
4,1004,kindle2,Teaguem2005,LOVING my new Kindle2.  Named her Kendra in case u were wondering. The cookbook is THE tool cuz it tells u all the tricks!  Best gift EVR!
0,1005,aig,dailysourcedev,The real AIG scandal / http://bit.ly/b82Px
2,1006,twitter,gandhirama,Any twitter to aprs apps yet?
2,1007,twitter,delpop,45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ
4,1008,obama,lingbellbell,Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.
4,1009,obama,motsandco,"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech.."
4,1010,obama,mickou,"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!"
4,1011,obama,meggentile,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM
4,1012,obama,failness,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7"
4,1013,obama,kledy,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu
4,1014,obama,LaurelEdelstein,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)
0,1015,lebron,chelseabigass,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
4,1016,lebron,Smitty478,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
4,1017,lebron,PurpleGorillaZz,"@khalid0456 No, Lebron is the best"
4,1018,lebron,MsStacha,@the_real_usher LeBron is cool.  I like his personality...he has good character.
4,1019,lebron,undefeated310,Watching Lebron highlights. Damn that niggas good
4,1020,lebron,BI_POLAROID,@Lou911 Lebron is MURDERING shit.
4,1021,lebron,IAmNoeAngel,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.
4,1022,lebron,ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.
4,1023,lebron,PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE
0,1024,lebron,kellan38,Kobe is the best in the world not lebron .
4,1025,world cup,jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!"
4,1026,world cup 2010,biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI
2,1031,fred wilson,DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG
0,2010,booz allen,Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)
4,2011,indian election,citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election."
4,2012,kindle2,Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday."
4,2013,kindle2,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF
2,2014,40d,ha_nobita,ok.. do nothing.. just thinking about 40D
4,2015,40d,Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!"
4,2018,india election,__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H
4,2080,google,BillVick,http://is.gd/ArUJ Good video from Google on using search options.
0,2083,itchy,xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.
0,2084,itchy,Timl9068,itchy back!! dont ya hate it!
4,2085,stanford,PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH
4,2086,stanford,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl
4,2087,lyx,robotickilldozr,Lyx is cool.
4,2093,Danny Gokey,TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!
4,2094,Danny Gokey,fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"
4,2095,Danny Gokey,angelkim17,@dannygokey I love you DANNY GOKEY!! :)
